                    1           1   9.5540017355233425E-012   6.1590035329572856E-012
                   20           1   8.9469976956024761E-012   6.2799954321235418E-012
                  200           1   1.1552001524250955E-011   6.3469997257925571E-012
                  600           1   1.0107003618031741E-011   6.4979976741597059E-012
               100000           1   9.6410003607161337E-012   8.8849992607720191E-012
