                    1           3   1.9398998119868338E-011   1.9981998775620013E-011
                   20           3   9.0977900254074484E-010   5.7218996516894546E-011
                  200           3   2.1157680021133276E-009   2.4000200210139156E-010
                  600           3   4.8851790052140134E-009   1.0263229996780865E-009
               100000           3   6.3813341200147993E-007   1.8127253800048493E-007
