                    1           4   2.0075996872037650E-011   2.6598005206324160E-011
                   20           4   1.0968499991577120E-009   4.0959600300993771E-010
                  200           4   2.7450370034785010E-009   9.2542799393413584E-010
                  600           4   5.7423869948252105E-009   1.9585140034905633E-009
               100000           4   6.9130588700500080E-007   2.7235049699811496E-007
